,price,year,km,engine_size,horse_power
13856,249000,2015,137000,1598,110
13857,27500,1993,128000,1289,57
13858,294900,2016,95000,1401,151
13859,44999,1997,235487,1998,133
13860,475000,2014,120000,1401,151
13861,49750,2001,313000,1389,60
13862,61000,1997,151000,1581,83
13863,72000,2005,295000,1332,95
13864,77250,2011,227000,1399,97
13865,90000,2006,181000,1598,105
13866,91999,2010,167000,1461,70
13867,93750,2015,175000,1201,76
13868,97500,2013,102500,1199,73
13869,118000,2012,157000,1388,96
13871,134750,2012,153000,1248,95
13872,145000,2018,26000,1560,100
13874,188000,2015,42000,1598,132
13875,213750,2017,150000,1461,110
13876,275000,2017,113500,1598,120
13877,279750,2017,33000,1395,125
13878,295000,2017,60786,1598,110
13879,37500,1995,200000,1581,83
13880,56750,1989,250000,1596,100
13881,58750,1998,230000,1590,116
13882,670000,2018,57900,1595,156
13883,70000,2010,245000,1401,101
13884,92500,2014,140000,1201,76
13886,115000,2000,261000,1781,150
13887,121000,2013,155000,1461,90
13888,127000,2016,142000,1401,51
13889,138500,2014,165000,1598,110
13890,138950,2016,156000,1582,136
13891,155000,2010,58000,1201,76
13892,188250,2016,159000,1201,76
13893,198000,2015,42000,1197,110
13895,359750,2016,17000,1598,120
13896,373000,2015,130000,1401,151
13897,408000,2018,25000,1461,116
13898,67500,2004,215000,1398,69
13900,93750,2009,252145,1560,110
13901,100000,2010,107000,1587,111
13902,119500,2013,166000,1461,90
13903,132000,2012,160000,1595,125
13904,152750,2012,148000,1201,76
13905,157000,2008,248000,1801,126
13906,175000,2015,151000,1401,101
13907,175000,2013,30000,1364,90
13908,218000,2016,99000,1395,150
13909,235000,2017,109000,1598,115
13911,44500,1982,255000,2501,76
13912,46500,2001,270000,1242,75
13913,60000,1998,125000,999,54
13914,64500,2014,650000,1201,76
13915,77999,2007,135555,1390,75
13916,920000,2017,25000,1998,252
13918,120900,2012,158000,1560,115
13919,127000,2012,92000,1397,96
13920,137750,2018,79990,1461,90
13921,159750,2016,160000,1364,90
13922,160000,2011,277000,1598,105
13923,189000,2019,800,1398,90
13924,199000,2015,141000,1598,110
13925,224000,2014,106000,1401,101
13926,252000,2016,83004,1598,125
13927,305000,2020,8000,1401,101
13928,305500,2014,255000,1462,109
13929,37000,1993,100000,1581,83
13930,435000,2018,63000,1995,190
13931,65750,2002,220000,1201,76
13932,89900,2011,118000,1399,97
13933,102500,1994,390000,2497,113
13934,108750,2013,172000,1390,85
13935,123000,2015,86000,999,75
13936,137500,2013,198000,1591,132
13937,138500,2000,175000,1801,126
13938,156850,2015,190000,1560,115
13939,162750,2015,168000,1364,90
13940,169000,2018,48000,1461,90
13941,172700,2017,87900,1461,90
13942,174000,2010,312000,1968,143
13943,243000,2014,87000,1401,101
13944,252000,2018,50000,1597,120
13945,29500,1994,270000,1581,83
13946,30000,1995,99999,1581,75
13947,60250,2004,202000,998,60
13948,83000,2006,191000,1560,93
13949,107500,2012,179000,1560,114
13950,109000,2007,287000,1595,125
13951,127000,2011,140000,1461,85
13952,158950,2016,27000,1368,100
13953,169850,2016,148000,1560,95
13955,198000,2016,109000,1461,110
13956,216000,2016,58850,1598,110
13958,232000,2017,216000,1598,120
13959,253750,2017,80000,1598,120
13960,395750,2012,183000,1801,176
13961,40000,2000,166000,1372,71
13962,68500,1993,280000,1799,122
13963,68750,2001,307192,1389,90
13965,105500,2015,150000,1201,76
13966,110000,2010,70000,1595,125
13967,119000,2017,72500,1560,93
13968,125750,2013,179000,1364,90
13969,128000,2004,359000,1781,150
13970,133000,2014,225626,1461,90
13971,175000,2011,130000,1201,101
13972,175000,2014,40000,1401,101
13973,275000,2013,260000,1801,176
13974,279000,2018,76596,1598,101
13975,30000,1993,127000,1581,80
13976,349000,2015,67000,1462,109
13977,51000,2003,205000,1390,75
13978,67000,2004,232000,1389,90
13979,73750,2010,292500,1401,76
13980,81800,2006,180000,1461,75
13981,111800,2009,187000,1461,80
13982,115000,2009,65000,1201,76
13983,118500,2012,137000,1329,99
13984,124950,2010,147500,1401,101
13985,125000,2016,150000,1598,120
13986,135000,2016,150000,1199,83
13987,178000,2013,205000,1401,101
13988,187000,2016,116000,1560,115
13989,189500,2015,180000,1461,110
13990,201000,2011,109000,1390,122
13991,263000,2017,58750,1598,115
13992,36750,1992,321113,2498,143
13993,42500,1993,175000,1401,51
13994,424900,2016,105000,1598,136
13995,499750,2017,62000,1968,190
13997,113500,2007,229500,1598,124
13998,139900,2015,98000,1199,83
13999,145000,2013,78500,1396,100
14000,146000,2014,140000,1197,105
14001,146000,2013,94200,1248,95
14004,197750,2007,282000,2148,150
14005,219500,2008,382000,2967,233
14006,22000,1993,204000,1289,54
14007,244950,2021,0,1401,101
14008,28500,1992,6000,1581,83
14009,54000,1996,190000,1201,76
14010,57000,1991,394000,1601,101
14011,66500,2008,195000,1368,77
14012,87900,2006,191000,1390,98
14013,110500,2011,257500,1461,105
14014,122000,2011,218000,1560,114
14015,132500,2012,180000,1201,76
14016,144750,2015,90000,1248,84
14017,147950,2017,136000,1598,120
14018,164750,2015,117000,1401,126
14019,165000,2016,141000,1499,120
14020,186000,2015,223000,1461,110
14021,191000,2015,155500,1598,110
14022,205000,2014,137000,1598,105
14023,262500,2020,3700,1498,150
14024,307000,2012,90000,1598,136
14026,42000,1995,181000,1581,83
14027,498000,2018,33000,1598,136
14028,72000,2000,346000,1781,150
14029,107500,2011,49350,999,71
14030,115000,2009,65000,1201,76
14031,116000,2011,112000,1461,85
14032,117900,2010,275000,1595,125
14033,118000,2008,136000,1495,103
14034,119500,2016,27500,1200,76
14035,120000,2006,156000,1998,130
14036,125000,2016,150000,1598,120
14037,132500,2011,127000,1582,115
14038,132500,2013,145000,1401,101
14039,135000,2016,97500,1461,90
14040,135000,2016,150000,1199,83
14041,140000,1996,147000,3518,215
14042,148750,2009,106000,1498,95
14043,156750,2012,80000,1201,151
14044,169850,2015,11000,1201,76
14045,187500,2016,85000,1401,101
14046,189500,2015,180000,1461,110
14047,201000,2011,109000,1390,122
14048,21000,1993,208000,1201,51
14049,212500,2013,166483,1598,136
14050,222500,2017,119000,1598,136
14051,229950,2014,62000,1499,136
14052,243000,2019,116000,1401,101
14053,26000,1997,270000,1396,103
14054,277500,2017,85260,1498,152
14055,35000,1990,427500,1998,90
14056,41000,2006,138000,1405,50
14058,44500,1999,113500,1468,91
14059,49750,2001,48000,1581,83
14060,53000,1996,133000,1998,109
14061,600000,2016,139000,1968,190
14062,64900,2010,192000,1597,112
14064,699000,2011,85085,4806,400
14066,82000,2007,155000,1332,95
14067,83950,2008,180000,1401,101
14068,87000,2004,227000,1595,102
14069,87500,2006,322000,1910,150
14071,1025000,2012,135625,2967,300
14072,100000,2013,292160,1560,117
14073,104000,2006,193800,1590,110
14074,121000,2012,194000,1598,124
14075,125000,2008,210000,1560,109
14076,129500,2017,95000,1461,90
14077,176500,2011,115000,1401,101
14078,225000,2016,96000,1598,110
14079,225500,2016,18000,1598,132
14080,232500,2021,1800,1368,100
14081,244900,2018,60000,1598,136
14082,259000,2019,10000,1598,115
14083,282500,2008,160000,1995,170
14084,301500,2016,86800,1598,110
14085,335500,2021,7,999,110
14086,35000,2001,130000,1401,76
14087,37500,1998,230000,1581,103
14088,42000,1994,132000,1581,83
14089,45000,2001,300000,993,54
14093,658000,2020,0,1401,176
14094,66000,2005,330000,1401,76
14095,66000,2011,515000,1399,97
14096,77900,2006,231000,1584,98
14097,78500,2004,218000,1598,120
14099,114500,2007,144000,1596,125
14100,134000,2008,103000,1401,101
14101,155900,2013,136000,1598,105
14102,159000,2012,57800,1339,100
14103,160900,2017,78000,1461,90
14105,197950,2018,47000,1201,76
14106,204500,2018,75000,1598,115
14107,220000,2011,350000,1995,184
14109,257750,2015,82000,1598,110
14110,26500,1994,142000,1201,51
14111,368900,2017,62000,1461,109
14112,52250,1993,1111,1581,83
14113,93000,2011,116000,1493,88
14114,93000,2013,33000,998,69
14115,109900,2011,159000,1398,70
14116,118500,2012,170000,1582,128
14117,124500,2010,210000,1364,90
14119,143900,2012,148500,1201,76
14120,179900,2016,330000,1461,110
14121,195000,2015,230000,1401,101
14122,199750,2012,196257,1598,105
14123,268500,2020,39000,1498,150
14124,27500,1991,1111,1581,78
14125,285000,2017,146000,1598,120
14126,318000,2013,92000,1598,170
14127,35000,1995,250000,1581,80
14128,386900,2018,96000,1461,109
14129,48000,1999,40000,1397,72
14130,84900,2015,171000,1560,93
14131,110750,2015,80000,1201,76
14132,116000,2014,137500,1401,51
14133,118500,2012,255000,1560,114
14134,135000,2012,217000,1461,110
14135,145500,2011,263000,1598,105
14136,158500,2015,104000,1598,125
14137,191500,2017,113000,1598,115
14138,22000,1989,290000,1581,80
14139,252000,2011,171000,1801,126
14140,274900,2010,174000,1801,176
14141,300000,2016,214000,1598,120
14142,333900,2015,106000,1401,101
14143,38500,1998,50000,1397,72
14146,84500,2006,293000,1201,76
14147,108750,2016,144000,1461,90
14148,124000,2013,133000,1598,115
14149,125000,2012,190000,1461,110
14150,133000,2008,297000,1390,125
14151,134750,2008,220000,1995,143
14152,166000,2017,135000,1396,90
14153,174500,2017,59300,1395,125
14154,179750,2016,81000,1596,125
14155,217500,2016,160000,1598,110
14156,235000,2020,20500,1598,132
14158,289000,2020,57000,1401,126
14160,33000,1994,185000,1581,80
14161,64500,2004,257000,1398,93
14162,96000,2014,161500,1201,76
14164,123900,2012,75500,1390,85
14165,133000,2014,195000,1560,93
14166,145000,2013,78000,1197,105
14167,214750,2021,950,1201,76
14168,24000,1989,98484,1581,80
14170,37900,1998,275000,1201,51
14171,378900,2015,53000,1598,136
14172,380000,2015,118000,1801,176
14173,465000,2015,138200,1801,176
14174,535000,2017,118000,1201,126
14175,64750,2001,380000,1596,100
14176,67000,2000,240000,1332,86
14177,73500,2013,235000,1461,90
14178,82000,2005,270000,1598,115
14179,100000,2010,86000,1493,110
14180,114500,2015,195000,1461,90
14181,137500,2011,130000,1364,90
14182,148000,2015,158000,1461,90
14183,165500,2011,221197,1956,190
14184,172750,2016,105000,1422,90
14185,193500,2017,126000,1499,120
14186,245900,2019,35500,1598,115
14187,255000,2012,118500,1401,151
14188,285000,2018,37000,1598,115
14189,286990,2016,69350,1598,110
14190,31000,1998,40000,1372,71
14191,375000,2014,94250,1401,151
14192,60000,1999,300000,1201,76
14193,93750,2015,175000,1201,76
14194,97500,2013,102500,1199,73
14195,100000,2013,292160,1560,117
14196,107000,2010,173000,1242,82
14197,115000,2001,320000,2979,231
14198,116000,2016,139000,1401,51
14199,121750,2009,213500,1595,125
14200,129500,2017,95000,1461,90
14201,170000,2014,249500,1395,140
14202,182000,2020,20604,1499,102
14203,225000,2012,340000,1801,126
14205,240000,2020,20000,1598,132
14207,335500,2021,7,999,110
14208,365000,2021,600,1200,101
14209,37500,1998,230000,1581,103
14210,66000,2011,515000,1399,97
14211,121250,2012,135000,1396,108
14213,134990,2011,150000,1401,76
14214,148500,2021,6910,1368,95
14215,156750,2017,33000,1398,90
14217,185000,2002,475000,4966,307
14218,205000,2019,9100,1401,76
14219,205000,2012,149800,1390,122
14220,252500,2015,298599,1598,120
14221,269000,2004,239000,2979,231
14222,290000,2020,10000,1597,125
14223,455000,2015,167000,1968,190
14224,50000,2000,90000,1581,96
14225,80000,2010,148000,1390,75
14226,96000,2010,159000,1587,111
14227,123900,2012,226000,1598,105
14228,128000,2011,186000,1596,125
14229,138000,2014,160000,1461,110
14230,180000,2017,110000,1598,115
14231,203500,2017,104800,1395,125
14232,205000,2013,339000,1801,176
14233,21000,1989,45000,1581,80
14236,590000,2008,246000,2501,226
14237,72750,2008,269000,1422,80
14239,85000,2011,154000,1390,75
14240,95750,2007,165000,1201,76
14244,126000,2016,128000,1598,120
14245,128000,2017,124000,1560,93
14246,147500,2013,110000,1339,100
14247,181900,2015,145000,1598,105
14248,182500,2016,130000,1499,120
14249,185750,2017,175000,1461,110
14251,193000,2014,71000,1401,126
14252,198000,2009,161000,1390,125
14253,209500,2014,248123,1598,120
14255,347000,2013,86000,1401,126
14256,48750,2003,388000,1686,75
14257,66500,1986,414000,2001,76
14261,115000,2011,143000,1398,100
14262,118000,2012,157000,1388,96
14263,120000,2013,122000,1461,90
14264,121250,2012,135000,1396,108
14266,131000,2016,94000,1200,76
14268,148500,2021,6910,1368,95
14269,159900,2011,94050,1401,101
14272,188000,2015,42000,1598,132
14273,189700,2011,258000,1995,184
14274,205000,2012,149800,1390,122
14276,270000,2013,170000,1560,115
14277,295000,2017,60786,1598,110
14278,34000,2006,206000,1596,90
14279,37500,1995,200000,1581,83
14280,38000,1998,217433,1598,80
14281,58750,1998,230000,1590,116
14282,67500,2004,327000,1584,98
14283,74500,2011,165000,1399,95
14284,80000,2010,148000,1390,75
14286,96000,2010,159000,1587,111
14287,107750,2011,118000,1398,70
14288,118500,2014,140000,1560,93
14289,131900,2016,115000,1248,95
14290,132000,2007,153000,1498,95
14291,139000,2012,132600,1364,90
14292,151000,2017,173000,1582,136
14293,193900,2017,49500,1461,110
14294,20000,1987,45545,1297,65
14295,215750,2015,54000,1598,125
14296,217500,2017,140000,1461,110
14297,22850,1993,195000,1289,57
14298,234500,2014,155000,1598,110
14299,499750,2020,15100,1401,126
14300,55000,1996,350000,1998,115
14301,89000,1995,298950,1801,126
14302,97500,2012,210000,1401,76
14303,105000,2008,271000,1598,105
14304,107900,2015,185000,1461,75
14306,147000,2015,110000,1422,90
14307,225000,2018,62000,1461,110
14308,238500,2018,16300,999,110
14309,252750,2021,0,1200,101
14310,27500,1987,99000,1297,65
14311,275000,2012,217000,1801,176
14312,29750,1994,230000,1598,90
14313,310000,2015,86000,1598,110
14314,339500,2021,11200,1597,125
14316,59500,2004,166000,1242,81
14317,92000,2007,170000,1201,76
14318,93500,2008,243000,1493,110
14320,115000,2008,105000,1595,102
14321,132000,2011,199000,1560,111
14322,135900,2017,70000,1461,75
14323,144000,2011,146000,1595,125
14324,170500,2018,86000,1582,136
14325,196000,2015,98000,1598,110
14326,215900,2020,7500,1461,115
14328,345500,2017,122034,1598,120
14329,369000,2012,196000,2001,201
14331,420000,2015,96000,1499,136
14332,65000,2006,211000,1598,100
14333,74500,2008,208000,1388,80
14334,92000,2014,188000,1248,95
14335,101000,2011,215000,1595,125
14336,106000,2014,98000,1199,73
14337,114500,2015,102000,1390,85
14338,171900,2018,88000,1582,136
14339,175750,2016,83000,1422,90
14340,190950,2016,94000,1461,110
14341,208000,2013,164000,1598,170
14342,315000,2013,175000,1401,151
14343,33900,1998,120000,1581,80
14344,346900,2016,110000,1401,151
14345,36750,1997,260000,1289,68
14346,44000,2000,208000,1368,77
14348,75000,2006,340000,1801,126
14349,80000,2004,140000,1298,87
14350,86000,2005,226911,1595,102
14351,108000,1996,540000,1801,126
14352,113000,2016,200000,999,75
14353,120000,2008,251200,1598,115
14354,134999,2016,117000,1596,105
14355,145000,2018,77000,1560,100
14356,175000,2013,92000,1364,90
14357,175000,2016,113000,1422,90
14358,25950,1994,287000,1372,71
14359,255000,2017,48000,1401,126
14360,26500,1992,91600,1581,83
14361,297900,2021,0,1401,101
14364,79500,2010,157000,1390,75
14365,85500,2005,235000,1598,100
14366,95000,2015,96000,1149,75
14367,101000,2004,236000,1401,101
14368,105000,2015,205000,1461,90
14369,107000,2014,140000,1248,85
14371,123000,2013,121000,1198,75
14372,134500,2017,21000,1199,83
14373,180000,2015,155000,1499,120
14374,197900,2006,280000,2967,233
14375,255000,2018,65000,1598,115
14376,287500,2012,170000,1796,156
14377,327000,2014,199000,1801,176
14378,348000,2020,0,1496,122
14379,45000,1998,170000,1598,90
14380,56000,2005,220000,1242,81
14381,75900,2001,55000,1401,76
14382,80000,2000,188000,1398,97
14384,135000,2011,98000,1595,125
14385,143000,2001,334000,1998,163
14386,145000,2019,59500,1499,100
14387,145900,2014,123000,1401,101
14388,173750,2013,85000,1598,132
14389,204750,2016,131000,1395,125
14390,213900,2018,57000,1598,115
14391,262000,2017,109000,1598,136
14392,263500,2016,99950,1598,120
14393,326500,2014,140000,1401,151
14394,43500,1997,284000,1948,139
14395,45000,1999,350000,1581,83
14396,51500,2003,269785,1242,80
14397,70000,2006,222000,1201,51
14398,875000,2016,38000,1968,190
14399,123000,2012,155000,1560,93
14400,125750,2014,222000,1598,105
14401,126000,2016,134000,1461,75
14402,148750,2009,106000,1498,95
14403,212500,2013,166483,1598,136
14404,222500,2017,119000,1598,136
14405,255000,2017,124000,1598,115
14406,30999,1994,150000,1581,83
14407,53000,1997,400000,1396,90
14408,65000,2000,188000,1870,98
14409,665900,2020,38000,1801,176
14410,70000,2001,250000,1596,100
14411,83000,2009,190000,1201,76
14412,87000,2004,227000,1595,102
14413,88500,2005,250000,1401,101
14414,94500,2010,220000,1401,101
14415,115750,2011,72000,1401,101
14416,117500,2012,206000,1560,93
14417,121750,2009,168000,1365,90
14418,135900,2011,183000,1560,110
14419,146000,2011,117000,1598,115
14420,162500,2015,145000,1461,110
14421,199500,2014,155000,1598,105
